id_sinistre,id_contrat,branche,type_sinistre,charge_sinistre,date_survenance,date_declaration,annee_survenance,mois_survenance,statut,delai_reglement_jours,cause_principale,region,gravite
SI-000198,IARD-047210,Auto,Dommage tiers,1588000,2024-10-24,2024-11-22,2024,10,Réglé,67,Intempéries,Divo,Grave
SI-000199,IARD-003699,RC,Dommage tiers matériel,370000,2024-11-07,2024-11-18,2024,11,Sans suite,,Conducteur tiers,Issia,Moyen
SI-000200,IARD-046947,Habitation,Dégât des eaux,95000,2022-08-16,2022-09-19,2022,8,En cours,,Animal,Danané,Mineur
SI-000201,IARD-061196,Habitation,Tempête,682000,2020-04-05,2020-05-05,2020,4,Réglé,145,Tiers non identifié,Bouaké,Grave
SI-000202,IARD-048141,Auto,Collision,751000,2022-07-06,2022-07-11,2022,7,Sans suite,,Inconnu,Daloa,Grave
SI-000203,IARD-073890,Auto,Vol,957000,2023-09-26,2023-10-21,2023,9,Sans suite,,Défaut entretien,Korhogo,Grave
SI-000204,IARD-076956,Habitation,Dégât des eaux,594000,2023-09-05,2023-09-29,2023,9,En cours,,Conducteur tiers,Daloa,Grave
SI-000205,IARD-014058,RC,Dommage tiers corporel,1812000,2024-03-14,2024-04-19,2024,3,Réglé,323,Conducteur tiers,Bouaké,Grave
SI-000206,IARD-025884,Auto,Collision,1510000,2019-09-21,2019-10-07,2019,9,Contesté,,Animal,Séguéla,Grave
SI-000207,IARD-022220,Auto,Collision,131000,2023-02-01,2023-03-02,2023,2,En cours,,Conducteur tiers,Bouaké,Moyen
SI-000208,IARD-007560,Auto,Incendie,214000,2019-10-18,2019-11-18,2019,10,En cours,,Conducteur tiers,Séguéla,Moyen
SI-000209,IARD-069434,Auto,Collision,108000,2020-02-02,2020-03-15,2020,2,Contesté,,Conducteur tiers,Bouaké,Moyen
SI-000210,IARD-085918,RC,Pollution accidentelle,217000,2020-01-16,2020-02-26,2020,1,Réglé,298,Défaut entretien,Man,Moyen
SI-000211,IARD-012326,Habitation,Tempête,762000,2024-05-10,2024-06-15,2024,5,Sans suite,,Animal,Daloa,Grave
SI-000212,IARD-021464,Auto,Vol,1203000,2023-06-15,2023-06-22,2023,6,Sans suite,,Conducteur tiers,Daloa,Grave
SI-000213,IARD-027883,Auto,Collision,624000,2021-08-29,2021-09-13,2021,8,En cours,,Animal,Daloa,Grave
SI-000214,IARD-044363,Auto,Dommage tiers,1037000,2023-02-05,2023-03-13,2023,2,Réglé,244,Défaut entretien,Abengourou,Grave
SI-000215,IARD-006709,RC,Blessures corporelles,94000,2024-04-16,2024-05-25,2024,4,En cours,,Conducteur tiers,Odienné,Mineur
SI-000216,IARD-072203,Auto,Catastrophe naturelle,1664000,2021-09-06,2021-09-19,2021,9,Réglé,133,Animal,San Pedro,Grave
SI-000217,IARD-072869,RC,Préjudice moral,1075000,2020-03-18,2020-04-15,2020,3,Réglé,76,Tiers non identifié,Soubré,Grave
SI-000218,IARD-016395,Habitation,Vandalisme,432000,2024-09-29,2024-09-29,2024,9,En cours,,Intempéries,Bondoukou,Moyen
SI-000219,IARD-025261,Auto,Bris de glace,803000,2021-10-25,2021-10-26,2021,10,Réglé,256,Intempéries,Bondoukou,Grave
SI-000220,IARD-080529,RC,Dommage tiers corporel,73000,2024-02-12,2024-03-06,2024,2,Réglé,192,Défaut entretien,Issia,Mineur
SI-000221,IARD-040872,Auto,Collision,514000,2020-08-10,2020-08-20,2020,8,Réglé,210,Inconnu,Korhogo,Grave
SI-000222,IARD-080946,Habitation,Dégât des eaux,739000,2019-07-28,2019-09-05,2019,7,Réglé,303,Intempéries,Danané,Grave
SI-000223,IARD-030627,Habitation,Vol/Cambriolage,498000,2019-06-24,2019-06-24,2019,6,Réglé,146,Intempéries,Yamoussoukro,Moyen
SI-000224,IARD-096873,Auto,Collision,1393000,2024-07-27,2024-08-29,2024,7,Contesté,,Conducteur tiers,Abengourou,Grave
SI-000225,IARD-097267,Habitation,Tempête,251000,2023-04-18,2023-05-09,2023,4,En cours,,Intempéries,Bouaké,Moyen
SI-000226,IARD-060319,RC,Dommage tiers corporel,727000,2022-07-06,2022-07-07,2022,7,En cours,,Tiers non identifié,Bondoukou,Grave
SI-000227,IARD-031645,Habitation,Incendie,814000,2020-07-16,2020-08-01,2020,7,Réglé,203,Défaut entretien,Abidjan,Grave
SI-000228,IARD-021260,Auto,Bris de glace,232000,2021-08-19,2021-08-23,2021,8,Réglé,43,Tiers non identifié,Daloa,Moyen
SI-000229,IARD-025591,Auto,Collision,648000,2023-12-02,2023-12-28,2023,12,Réglé,203,Intempéries,Danané,Grave
SI-000230,IARD-064443,Auto,Collision,1266000,2022-07-05,2022-07-27,2022,7,Réglé,319,Conducteur tiers,Abengourou,Grave
SI-000231,IARD-022538,RC,Préjudice moral,908000,2019-06-28,2019-06-30,2019,6,Sans suite,,Animal,Soubré,Grave
SI-000232,IARD-096343,Auto,Dommage tiers,1651000,2024-06-24,2024-08-05,2024,6,En cours,,Tiers non identifié,Abengourou,Grave
SI-000233,IARD-039646,Habitation,Incendie,334000,2019-06-13,2019-07-09,2019,6,En cours,,Conducteur tiers,Abidjan,Moyen
SI-000234,IARD-012588,RC,Dommage tiers matériel,2198000,2022-12-10,2023-01-07,2022,12,En cours,,Défaut entretien,Abidjan,Grave
SI-000235,IARD-020445,Habitation,Vol/Cambriolage,1200000,2021-10-18,2021-12-02,2021,10,En cours,,Intempéries,Issia,Grave
SI-000236,IARD-068253,Auto,Bris de glace,1102000,2024-01-27,2024-02-22,2024,1,Sans suite,,Intempéries,San Pedro,Grave
SI-000237,IARD-028241,Auto,Collision,1102000,2019-09-03,2019-09-12,2019,9,Réglé,143,Conducteur tiers,Daloa,Grave
SI-000238,IARD-070851,Auto,Collision,673000,2021-03-08,2021-03-31,2021,3,En cours,,Défaut entretien,Danané,Grave
SI-000239,IARD-025447,Habitation,Dégât des eaux,482000,2020-03-14,2020-04-10,2020,3,Sans suite,,Tiers non identifié,San Pedro,Moyen
SI-000240,IARD-037950,Auto,Catastrophe naturelle,1539000,2024-08-30,2024-09-07,2024,8,Contesté,,Animal,Korhogo,Grave
SI-000241,IARD-025087,Habitation,Dégât des eaux,881000,2020-12-08,2021-01-14,2020,12,Réglé,197,Défaut entretien,Abidjan,Grave
SI-000242,IARD-014781,Auto,Vol,1684000,2020-05-16,2020-06-05,2020,5,En cours,,Défaut entretien,Issia,Grave
SI-000243,IARD-005721,Auto,Catastrophe naturelle,1023000,2019-11-17,2019-11-21,2019,11,Sans suite,,Animal,Odienné,Grave
SI-000244,IARD-081301,Auto,Vol,1194000,2021-07-17,2021-08-13,2021,7,Réglé,217,Conducteur tiers,Daloa,Grave
SI-000245,IARD-023909,RC,Blessures corporelles,1756000,2022-07-23,2022-08-23,2022,7,En cours,,Conducteur tiers,San Pedro,Grave
SI-000246,IARD-064517,Habitation,Vandalisme,1072000,2023-04-08,2023-05-16,2023,4,En cours,,Défaut entretien,Yamoussoukro,Grave
SI-000247,IARD-043844,Auto,Collision,1343000,2019-05-12,2019-05-29,2019,5,Réglé,59,Inconnu,Danané,Grave
SI-000248,IARD-079696,Habitation,Incendie,730000,2019-12-13,2020-01-27,2019,12,Contesté,,Défaut entretien,Gagnoa,Grave
SI-000249,IARD-067311,Auto,Dommage tiers,1719000,2021-07-09,2021-07-10,2021,7,Réglé,133,Animal,Touba,Grave
SI-000250,IARD-005328,RC,Pollution accidentelle,49000,2022-03-12,2022-03-30,2022,3,Sans suite,,Défaut entretien,Divo,Mineur
SI-000251,IARD-063900,Auto,Collision,816000,2021-06-17,2021-06-30,2021,6,En cours,,Inconnu,Séguéla,Grave
SI-000252,IARD-047627,Habitation,Incendie,1093000,2022-03-16,2022-04-23,2022,3,Réglé,12,Inconnu,Korhogo,Grave
SI-000253,IARD-026085,Habitation,Incendie,714000,2021-08-20,2021-09-25,2021,8,En cours,,Animal,Korhogo,Grave
SI-000254,IARD-078497,Habitation,Vol/Cambriolage,329000,2021-04-12,2021-04-26,2021,4,Réglé,227,Défaut entretien,Danané,Moyen
SI-000255,IARD-027241,Auto,Bris de glace,1435000,2023-04-18,2023-05-11,2023,4,Réglé,212,Conducteur tiers,Abidjan,Grave
SI-000256,IARD-068387,Habitation,Incendie,1035000,2019-05-25,2019-05-26,2019,5,En cours,,Conducteur tiers,Man,Grave
SI-000257,IARD-073473,Auto,Collision,1681000,2023-02-08,2023-03-19,2023,2,Contesté,,Intempéries,Daloa,Grave
SI-000258,IARD-019437,Habitation,Tempête,33000,2021-02-16,2021-02-27,2021,2,Réglé,233,Conducteur tiers,Issia,Mineur
SI-000259,IARD-074716,Habitation,Dégât des eaux,1094000,2022-09-26,2022-09-29,2022,9,En cours,,Intempéries,Abengourou,Grave
SI-000260,IARD-003921,Auto,Collision,1124000,2019-05-28,2019-07-02,2019,5,Réglé,350,Conducteur tiers,Abengourou,Grave
SI-000261,IARD-063076,Habitation,Catastrophe naturelle,1010000,2021-08-02,2021-08-06,2021,8,En cours,,Défaut entretien,Bondoukou,Grave
SI-000262,IARD-022635,Habitation,Vol/Cambriolage,796000,2023-09-03,2023-09-08,2023,9,Réglé,204,Animal,Korhogo,Grave
SI-000263,IARD-084166,Habitation,Incendie,211000,2024-03-02,2024-04-12,2024,3,Réglé,41,Défaut entretien,Gagnoa,Moyen
SI-000264,IARD-062598,RC,Blessures corporelles,2045000,2023-09-16,2023-10-08,2023,9,Sans suite,,Conducteur tiers,Man,Grave
SI-000265,IARD-043904,Auto,Collision,1608000,2021-08-07,2021-08-24,2021,8,Réglé,67,Intempéries,Tingrela,Grave
SI-000266,IARD-033813,Auto,Collision,845000,2021-03-01,2021-03-15,2021,3,Réglé,345,Défaut entretien,Soubré,Grave
SI-000267,IARD-029529,RC,Dommage tiers corporel,1165000,2019-10-06,2019-11-19,2019,10,Sans suite,,Défaut entretien,Abidjan,Grave
SI-000268,IARD-065941,Auto,Incendie,1672000,2019-01-13,2019-02-10,2019,1,Réglé,34,Défaut entretien,Korhogo,Grave
SI-000269,IARD-029708,RC,Préjudice moral,1065000,2022-07-24,2022-08-19,2022,7,Réglé,288,Tiers non identifié,Odienné,Grave
SI-000270,IARD-014223,Auto,Catastrophe naturelle,412000,2024-11-21,2024-11-29,2024,11,Réglé,61,Animal,Touba,Moyen
SI-000271,IARD-051584,Auto,Collision,378000,2022-11-10,2022-12-06,2022,11,Réglé,165,Animal,Bouaké,Moyen
SI-000272,IARD-093562,Auto,Collision,311000,2023-09-10,2023-09-29,2023,9,En cours,,Conducteur tiers,Korhogo,Moyen
SI-000273,IARD-071754,Auto,Collision,497000,2021-03-19,2021-04-24,2021,3,Réglé,275,Animal,Séguéla,Moyen
SI-000274,IARD-002147,Habitation,Tempête,268000,2022-10-01,2022-11-08,2022,10,En cours,,Tiers non identifié,San Pedro,Moyen
SI-000275,IARD-024808,RC,Dommage tiers matériel,778000,2019-11-25,2019-12-31,2019,11,En cours,,Inconnu,Danané,Grave
SI-000276,IARD-013345,Habitation,Vandalisme,538000,2020-03-04,2020-03-11,2020,3,Réglé,48,Animal,Divo,Grave
SI-000277,IARD-004288,RC,Préjudice moral,2114000,2020-08-16,2020-09-25,2020,8,Réglé,311,Conducteur tiers,Daloa,Grave
SI-000278,IARD-048728,RC,Pollution accidentelle,59000,2021-01-27,2021-01-29,2021,1,En cours,,Défaut entretien,Daloa,Mineur
SI-000279,IARD-010718,RC,Blessures corporelles,141000,2019-04-21,2019-05-06,2019,4,Réglé,112,Défaut entretien,Gagnoa,Moyen
SI-000280,IARD-093458,RC,Pollution accidentelle,2116000,2023-04-12,2023-05-26,2023,4,Réglé,263,Intempéries,Bondoukou,Grave
SI-000281,IARD-074351,Auto,Catastrophe naturelle,624000,2021-08-01,2021-08-15,2021,8,En cours,,Tiers non identifié,Soubré,Grave
SI-000282,IARD-013409,RC,Blessures corporelles,675000,2019-08-13,2019-08-22,2019,8,Réglé,202,Conducteur tiers,Daloa,Grave
SI-000283,IARD-037131,Auto,Collision,1212000,2019-11-12,2019-12-17,2019,11,Réglé,215,Conducteur tiers,Abengourou,Grave
SI-000284,IARD-099528,RC,Dommage tiers matériel,637000,2024-12-03,2024-12-30,2024,12,Réglé,180,Animal,Man,Grave
SI-000285,IARD-071202,Auto,Catastrophe naturelle,79000,2020-03-03,2020-03-25,2020,3,En cours,,Animal,Touba,Mineur
SI-000286,IARD-063541,Auto,Bris de glace,524000,2020-06-30,2020-08-06,2020,6,Réglé,265,Inconnu,Touba,Grave
SI-000287,IARD-022411,Auto,Collision,159000,2023-03-21,2023-04-11,2023,3,Réglé,70,Intempéries,Soubré,Moyen
SI-000288,IARD-006563,Auto,Catastrophe naturelle,455000,2021-12-04,2021-12-20,2021,12,En cours,,Tiers non identifié,Korhogo,Moyen
SI-000289,IARD-099286,Habitation,Tempête,364000,2021-11-20,2021-12-14,2021,11,En cours,,Conducteur tiers,Abidjan,Moyen
SI-000290,IARD-032349,RC,Dommage tiers matériel,1092000,2021-04-03,2021-05-17,2021,4,En cours,,Conducteur tiers,Danané,Grave
SI-000291,IARD-091603,Auto,Vol,1003000,2024-12-08,2024-12-09,2024,12,Réglé,271,Animal,Yamoussoukro,Grave
SI-000292,IARD-049104,Auto,Dommage tiers,1759000,2019-05-04,2019-06-10,2019,5,En cours,,Conducteur tiers,Abidjan,Grave
SI-000293,IARD-093210,Auto,Vol,1106000,2024-01-27,2024-01-30,2024,1,Réglé,302,Inconnu,Danané,Grave
SI-000294,IARD-006257,Habitation,Tempête,130000,2020-06-10,2020-06-11,2020,6,Sans suite,,Conducteur tiers,Danané,Moyen
SI-000295,IARD-059318,RC,Dommage tiers corporel,1444000,2019-01-15,2019-02-03,2019,1,Réglé,161,Conducteur tiers,Daloa,Grave
SI-000296,IARD-088108,RC,Blessures corporelles,1899000,2022-09-01,2022-09-26,2022,9,Réglé,63,Défaut entretien,Bouaké,Grave
SI-000297,IARD-052439,RC,Préjudice moral,1907000,2019-03-19,2019-04-19,2019,3,Sans suite,,Intempéries,Divo,Grave
SI-000298,IARD-080560,Auto,Collision,434000,2022-10-19,2022-11-08,2022,10,Réglé,268,Défaut entretien,Man,Moyen
SI-000299,IARD-055218,RC,Blessures corporelles,1060000,2022-05-24,2022-06-21,2022,5,Sans suite,,Inconnu,Séguéla,Grave
SI-000300,IARD-089314,Auto,Collision,1097000,2021-09-14,2021-10-03,2021,9,En cours,,Défaut entretien,Daloa,Grave
SI-000301,IARD-062232,Auto,Collision,190000,2021-12-02,2021-12-06,2021,12,En cours,,Défaut entretien,San Pedro,Moyen
SI-000302,IARD-064453,Auto,Collision,1778000,2020-10-22,2020-10-25,2020,10,En cours,,Défaut entretien,Man,Grave
SI-000303,IARD-088747,Habitation,Vol/Cambriolage,1035000,2021-04-30,2021-06-12,2021,4,Contesté,,Animal,Abengourou,Grave
SI-000304,IARD-050997,Habitation,Vol/Cambriolage,342000,2023-10-31,2023-11-02,2023,10,Sans suite,,Intempéries,Bondoukou,Moyen
SI-000305,IARD-045617,Habitation,Incendie,105000,2021-11-08,2021-12-07,2021,11,Réglé,294,Conducteur tiers,Divo,Moyen
SI-000306,IARD-079431,Auto,Incendie,252000,2022-08-02,2022-09-11,2022,8,Réglé,4,Défaut entretien,Touba,Moyen
SI-000307,IARD-006696,Habitation,Vandalisme,1118000,2019-01-27,2019-03-12,2019,1,Sans suite,,Intempéries,Yamoussoukro,Grave
SI-000308,IARD-007831,Auto,Bris de glace,961000,2019-07-21,2019-07-24,2019,7,Réglé,225,Inconnu,Bondoukou,Grave
SI-000309,IARD-047220,Auto,Dommage tiers,966000,2024-12-10,2024-12-25,2024,12,Sans suite,,Inconnu,Tingrela,Grave
SI-000310,IARD-013771,Auto,Collision,316000,2022-09-26,2022-10-18,2022,9,Contesté,,Défaut entretien,Abidjan,Moyen
SI-000311,IARD-043977,Habitation,Incendie,562000,2022-09-27,2022-10-05,2022,9,Réglé,313,Tiers non identifié,Soubré,Grave
SI-000312,IARD-051735,Habitation,Vandalisme,1197000,2022-06-02,2022-07-03,2022,6,Sans suite,,Défaut entretien,Divo,Grave
SI-000313,IARD-009773,Auto,Bris de glace,1519000,2023-12-01,2023-12-21,2023,12,Contesté,,Inconnu,Korhogo,Grave
SI-000314,IARD-070525,Habitation,Vol/Cambriolage,529000,2021-03-10,2021-03-28,2021,3,Réglé,250,Inconnu,Issia,Grave
SI-000315,IARD-052333,Auto,Dommage tiers,535000,2022-08-17,2022-09-25,2022,8,Réglé,138,Conducteur tiers,Tingrela,Grave
SI-000316,IARD-053263,Auto,Vol,114000,2024-11-09,2024-11-12,2024,11,Sans suite,,Animal,Touba,Moyen
SI-000317,IARD-059764,Auto,Collision,36000,2023-03-26,2023-05-02,2023,3,En cours,,Inconnu,Daloa,Mineur
SI-000318,IARD-039764,Auto,Incendie,574000,2020-07-22,2020-08-30,2020,7,Réglé,161,Tiers non identifié,San Pedro,Grave
SI-000319,IARD-025457,Habitation,Vandalisme,901000,2019-02-17,2019-02-24,2019,2,En cours,,Tiers non identifié,Abengourou,Grave
SI-000320,IARD-084717,Habitation,Incendie,1195000,2023-12-24,2024-01-01,2023,12,Sans suite,,Inconnu,Bouaké,Grave
SI-000321,IARD-080070,Auto,Collision,1276000,2023-12-26,2024-01-28,2023,12,En cours,,Tiers non identifié,Divo,Grave
SI-000322,IARD-034458,RC,Préjudice moral,2173000,2023-10-16,2023-11-28,2023,10,Réglé,252,Animal,Abidjan,Grave
SI-000323,IARD-087171,Auto,Bris de glace,738000,2019-11-09,2019-12-05,2019,11,En cours,,Animal,Soubré,Grave
SI-000324,IARD-019815,Habitation,Incendie,625000,2022-08-29,2022-09-26,2022,8,Contesté,,Inconnu,Odienné,Grave
SI-000325,IARD-011948,RC,Dommage tiers matériel,533000,2022-04-13,2022-05-18,2022,4,Sans suite,,Intempéries,Danané,Grave
SI-000326,IARD-014386,Habitation,Dégât des eaux,189000,2021-02-15,2021-02-27,2021,2,Sans suite,,Tiers non identifié,Bouaké,Moyen
SI-000327,IARD-026022,Auto,Collision,1734000,2024-09-01,2024-09-23,2024,9,Sans suite,,Animal,Abidjan,Grave
SI-000328,IARD-056926,Habitation,Incendie,791000,2020-05-08,2020-06-05,2020,5,En cours,,Animal,Yamoussoukro,Grave
SI-000329,IARD-045369,RC,Dommage tiers matériel,257000,2021-07-11,2021-08-02,2021,7,Réglé,165,Conducteur tiers,Daloa,Moyen
SI-000330,IARD-012291,Auto,Dommage tiers,206000,2024-04-16,2024-05-02,2024,4,Sans suite,,Intempéries,Danané,Moyen
SI-000331,IARD-031260,Auto,Vol,813000,2020-08-13,2020-08-29,2020,8,Réglé,163,Défaut entretien,Touba,Grave
SI-000332,IARD-017196,Habitation,Tempête,657000,2023-07-01,2023-07-11,2023,7,Réglé,115,Défaut entretien,Bouaké,Grave
SI-000333,IARD-093979,RC,Blessures corporelles,463000,2021-10-18,2021-10-27,2021,10,En cours,,Intempéries,Korhogo,Moyen
SI-000334,IARD-035779,RC,Blessures corporelles,1547000,2021-11-15,2021-12-05,2021,11,En cours,,Animal,San Pedro,Grave
SI-000335,IARD-096547,Habitation,Incendie,973000,2019-09-30,2019-10-25,2019,9,Sans suite,,Intempéries,Odienné,Grave
SI-000336,IARD-013674,Auto,Collision,112000,2024-08-23,2024-09-25,2024,8,En cours,,Défaut entretien,Danané,Moyen
SI-000337,IARD-096458,RC,Dommage tiers corporel,1256000,2021-07-07,2021-08-06,2021,7,En cours,,Défaut entretien,Divo,Grave
SI-000338,IARD-078486,Habitation,Vol/Cambriolage,981000,2023-12-11,2024-01-16,2023,12,En cours,,Tiers non identifié,Tingrela,Grave
SI-000339,IARD-055087,Habitation,Dégât des eaux,116000,2024-08-04,2024-09-15,2024,8,Réglé,336,Défaut entretien,Man,Moyen
SI-000340,IARD-001021,Auto,Collision,165000,2019-08-20,2019-09-14,2019,8,Réglé,195,Animal,Issia,Moyen
SI-000341,IARD-057431,Auto,Collision,1594000,2019-02-18,2019-03-24,2019,2,Sans suite,,Tiers non identifié,Bouaké,Grave
SI-000342,IARD-070258,RC,Dommage tiers corporel,727000,2019-11-23,2020-01-07,2019,11,Réglé,350,Défaut entretien,Abidjan,Grave
SI-000343,IARD-025733,Auto,Dommage tiers,892000,2019-09-06,2019-09-26,2019,9,En cours,,Intempéries,Abidjan,Grave
SI-000344,IARD-004711,Auto,Dommage tiers,463000,2020-12-31,2021-01-18,2020,12,Réglé,44,Conducteur tiers,San Pedro,Moyen
SI-000345,IARD-002878,RC,Dommage tiers corporel,195000,2024-09-09,2024-10-16,2024,9,Réglé,357,Tiers non identifié,Issia,Moyen
SI-000346,IARD-036738,RC,Dommage tiers corporel,376000,2022-04-23,2022-05-02,2022,4,En cours,,Intempéries,Gagnoa,Moyen
SI-000347,IARD-011665,Habitation,Tempête,780000,2019-08-01,2019-09-01,2019,8,Sans suite,,Tiers non identifié,Bondoukou,Grave
SI-000348,IARD-078015,Habitation,Dégât des eaux,857000,2021-05-20,2021-06-03,2021,5,En cours,,Animal,Bouaké,Grave
SI-000349,IARD-039454,Auto,Vol,1775000,2022-02-08,2022-02-19,2022,2,En cours,,Défaut entretien,Daloa,Grave
SI-000350,IARD-079434,Auto,Collision,730000,2020-10-22,2020-12-04,2020,10,En cours,,Tiers non identifié,Abidjan,Grave
SI-000351,IARD-000901,Auto,Vol,1282000,2019-06-28,2019-08-12,2019,6,Réglé,52,Inconnu,Yamoussoukro,Grave
SI-000352,IARD-061012,Auto,Vol,1321000,2019-03-27,2019-04-13,2019,3,Réglé,234,Inconnu,Yamoussoukro,Grave
SI-000353,IARD-047222,Auto,Collision,950000,2022-05-23,2022-06-21,2022,5,Réglé,87,Intempéries,Korhogo,Grave
SI-000354,IARD-047219,RC,Dommage tiers corporel,1628000,2019-05-28,2019-06-02,2019,5,Réglé,292,Conducteur tiers,Issia,Grave
SI-000355,IARD-027945,Habitation,Incendie,1179000,2023-07-28,2023-08-27,2023,7,En cours,,Inconnu,Issia,Grave
SI-000356,IARD-009296,Habitation,Catastrophe naturelle,542000,2021-10-29,2021-11-28,2021,10,Réglé,194,Tiers non identifié,Yamoussoukro,Grave
SI-000357,IARD-048890,Auto,Bris de glace,583000,2020-07-10,2020-08-04,2020,7,Réglé,12,Tiers non identifié,Tingrela,Grave
SI-000358,IARD-078107,Habitation,Incendie,120000,2021-01-24,2021-02-09,2021,1,Sans suite,,Inconnu,San Pedro,Moyen
SI-000359,IARD-045750,Auto,Collision,1077000,2019-07-11,2019-07-30,2019,7,Réglé,10,Conducteur tiers,Korhogo,Grave
SI-000360,IARD-028161,Auto,Collision,1206000,2024-08-08,2024-08-11,2024,8,Contesté,,Inconnu,Bouaké,Grave
SI-000361,IARD-095838,RC,Dommage tiers matériel,1339000,2023-05-07,2023-05-14,2023,5,Réglé,365,Intempéries,San Pedro,Grave
SI-000362,IARD-011117,Habitation,Vol/Cambriolage,247000,2020-06-13,2020-06-24,2020,6,Réglé,114,Tiers non identifié,San Pedro,Moyen
SI-000363,IARD-040693,Auto,Collision,1620000,2023-03-31,2023-05-01,2023,3,Réglé,317,Défaut entretien,Séguéla,Grave
SI-000364,IARD-096714,Auto,Collision,542000,2023-05-15,2023-05-27,2023,5,Réglé,354,Animal,Tingrela,Grave
SI-000365,IARD-059170,Auto,Dommage tiers,1463000,2022-09-15,2022-10-04,2022,9,Réglé,285,Animal,Daloa,Grave
SI-000366,IARD-087331,Auto,Collision,770000,2023-11-25,2023-12-02,2023,11,Réglé,16,Animal,Séguéla,Grave
SI-000367,IARD-088053,Auto,Catastrophe naturelle,358000,2021-05-13,2021-05-13,2021,5,Contesté,,Inconnu,Yamoussoukro,Moyen
SI-000368,IARD-061731,Auto,Dommage tiers,467000,2024-12-20,2024-12-26,2024,12,Réglé,345,Défaut entretien,Tingrela,Moyen
SI-000369,IARD-011274,Auto,Vol,56000,2023-11-28,2023-12-18,2023,11,Sans suite,,Animal,Bondoukou,Mineur
SI-000370,IARD-048656,Habitation,Catastrophe naturelle,683000,2024-05-27,2024-06-18,2024,5,Sans suite,,Tiers non identifié,Yamoussoukro,Grave
SI-000371,IARD-053020,Auto,Collision,1720000,2020-05-21,2020-06-18,2020,5,En cours,,Inconnu,Abengourou,Grave
SI-000372,IARD-050893,Auto,Bris de glace,1600000,2021-08-28,2021-09-17,2021,8,En cours,,Conducteur tiers,Soubré,Grave
SI-000373,IARD-046975,Habitation,Dégât des eaux,422000,2019-05-19,2019-06-22,2019,5,Contesté,,Conducteur tiers,Séguéla,Moyen
SI-000374,IARD-000975,Habitation,Dégât des eaux,936000,2021-06-14,2021-07-23,2021,6,En cours,,Inconnu,Odienné,Grave
SI-000375,IARD-081671,Auto,Bris de glace,1562000,2021-10-24,2021-11-01,2021,10,Réglé,190,Conducteur tiers,Odienné,Grave
